,author,body,date,helpful,rating,title
1932,['Jordan Tabares'],"['To be clear, I did not buy this product from Amazon, but from the actual retailer since I read how much trouble others were running into when trying to return the product and read that the overall customer service was much better from the retailer. I saw the infomercials and really liked the idea of this thing. I normally eat very good, fresh produce and meats, never really use canned or boxed products but cooking fresh also takes a lot of time and the dishes.. ugh, so many dishes. I dont eat much pasta, but was very interested in the way this product cooked meats! If i can have the fall off the bone meat in under an hour when it would normally take hours, I am in!', 'I attempted the pot roast my first try, followed all directions and was hoping for an amazing dinner. Started off using the sear option putting a nice sear on the meat. Off to a good start, the searing mode works great! Sautee\'d the veggies and then put the meat back in with all the goods, sealed it and waited. As others mentioned it does take some time to heat up and pressurize, about 20 minutes. As the recipie calls for, I set the meat/poutry timer to 25 minutes and let her rip! After the time expired we opened it up and boy it smelled great!. The veggies and potatoes were a little overcooked but its all about the meat, lets take a look at the meat! Stuck my fork in expecting it to just fall apart and I got a nice big helping of NOPE! Meat was still very tough. Cooked all the way through but tough. Not tough as Justin Beiber getting another tattoo tough, but tough as the manly man beard of Chuck Norris tough. The type of tough that would make Gordon Ramsey kick the whole hells kitchen crew out and tell the makers of this pressure cooker to ""piss off"". Yes, it was that bad..', 'Tried one other time and was not impressed. Called the retailer back to get a refund, after speaking with a manager they agreed to refund the cost plus the initial shipping, I still have to pay to ship it back. Ugh, so sad because I really wanted this to work, I really did! But I as I have learned with trying my hand at all these new gadgets nothing seems to replace the good old fashion way of doing things. If you want the fall off the bone results your used to, you will have to put in the time. If you dont have a crockpot already, this could be a good purchase for you as it makes soups, stews, can be used as a slow cooker, and the whole jaring thing. But for me, i was more interested in the pressure cooker and it just did not live up to the expectations the informercial said.But then again, do they ever? Shame on me!', 'Palate tested, and Phatboy does not approve...  :(']","['on April 20, 2015']",['\n      6 people found this helpful.\n    '],['2.0 out of 5 stars'],['but from the actual retailer since I read how much trouble others were running into when trying to return the product and read t']
1933,['Dana Hrabe'],['Bought one.  Failed after the 3rd time.  Sent it back.  Took forever to get a replacement.  Now the 2nd one is acting up.  Ready for the trash can and find a better one.'],"['on December 3, 2017']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Ready for the trash can and find a better one.']
1934,['donna chetnik'],"[""I have used this cooker many times, while i like how it cooks, I do not like  how the inner pot cleans up. I have tried soaking it for a long time & still the only way to clean it is with something abrasive otherwise it won't come off. Not very happy with this. Does anyone happen to know how you can get a replacement  pot for this? I have looked on line but nothing seems to be for this model. Any help would be great..""]","['on August 18, 2016']",['\n      3 people found this helpful.\n    '],['3.0 out of 5 stars'],['Inner pot no good']
1935,['Cheryl B'],"[""I didn't buy this from Amazon, but still wish to post a review. I am quite happy with my Power Cooked, and don't understand the negative reviews. The company's website (www.powercooker.com) has more recipes. Also, can order parts and books. I ordered a cookbook and a canning book. Everything I have made so far has turned out great.""]","['on April 2, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Love it!']
1936,['LovesShoesinLA'],"['I bought this because the infomercial convinced me I could come from work with no clue what to cook for dinner, pick something from the freezer and it would be ready to eat in under 30 minutes. Not so.  If you want meat, you must brown it first. Before the cooking starts, the cooker must get to pressure, an extra 17 minutes.  Not the time saver I was hoping for, and not for the price.  We returned it.']","['on April 20, 2015']",['\n      2 people found this helpful.\n    '],['2.0 out of 5 stars'],['Not what you think']
1937,['Farmersville Gal'],"[""Don't use this to can food in.  Please note that the FDA does not consider anything other than the stovetop canners or the Ball canner to be safe.  Food may look safe but contain deadly toxins.  And a nonstick coating is questionable at a minimum. Stainless steel is the best cooking vessel. You don't have to worry about the coating chipping or getting in your food.""]","['on October 25, 2015']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['Be informed if you buy this product.']
1938,['Melissa Bennett'],"[""I love my pressure cooker and use it all the time. It cooks the perfect rice. The eggs are so easy to peel when you cook them. Great ribs in 18 minutes. I have cooked a cheesecake in it, but we didn't like the texture of it, so i haven't cook any desserts in it that we like. If you get one you won't regret it.""]","['on January 10, 2017']",[],['5.0 out of 5 stars'],['I love my pressure cooker and use it all the time']
1939,['Amazon Customer'],"[""This is advertised as capable of canning, and the manual claims the same (though with confusing instructions). However, The National Center for Home Preservation does not support using electric cookers like this for canning. (See their website for details.) Someone bought this for us for canning and we had to return it; you are better served with a standard stovetop canner/cooker. I'm disappointed in seeing misleading product descriptions like this, especially when someone's health and safety is at stake.""]","['on September 30, 2016']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],"['Not for pressure canning, as advertised']"
1940,['Happy Lady'],"[""I read the reviews first and the complaints bothered me.  So I went to a local store and bought mine so it would be easier to take back if I didn't like it.  I agree instructions could be better.  Read instructions a couple of times.  This is a 1 button cooker.  Once you get use to it you will love it.  My mistake was I was trying to use the Cook Time Selector to add more time to my cooking.  NO ,use the Time Adjustment.  Don't try to let the pressure off yourself.  Let it sit and depressure itself.  That way no chance of getting burnt.  It only takes a few minutes.  If you put the correct amount of liquid nothing will burn.  I think this is a great cooker.  I may give one to each of my children for Christmas.""]","['on April 11, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Great Cooker']
1941,['Bruce'],"['Its the BEST cooker On earth,I purchased two of these I make so many delicious dishes in the pressure cooker. if you watch the commercial you will see the recipes. I have nothing to do with this manufacturer however their advertisement is correct. The food is sensational it is well worth the price.']","['on March 19, 2017']",[],['5.0 out of 5 stars'],['A great kitchen necessity']
